sheet_name,row_index,line_type,lot,chapter,subchapter,code_article,designation,unite,quantite,prix_unitaire,montant,confidence
PL,22,item,LOT N°3 : FLUIDES,,Tube en PPR,3.1.2.2.1.1,"PPR diamètre Ø20
Le mètre linéaire",ML,3707.0,,0.0,0.99
PL,23,item,LOT N°3 : FLUIDES,,Tube en PPR,3.1.2.2.1.2,"PPR diamètre Ø25
Le mètre linéaire",ML,2134.0,,0.0,0.99
PL,24,item,LOT N°3 : FLUIDES,,Tube en PPR,3.1.2.2.1.3,"PPR diamètre Ø32
Le mètre linéaire",ML,4323.0,,0.0,0.99
PL,25,item,LOT N°3 : FLUIDES,,Tube en PPR,3.1.2.2.1.4,"PPR diamètre Ø40
Le mètre linéaire",ML,2618.0,,0.0,0.99
PL,26,item,LOT N°3 : FLUIDES,,Tube en PPR,3.1.2.2.1.5,"PPR diamètre Ø63
Le mètre linéaire",ML,187.0,,0.0,0.99
PL,27,item,LOT N°3 : FLUIDES,,Tube en PPR,3.1.2.2.1.6,"PPR diamètre Ø75
Le mètre linéaire",ML,83.0,,0.0,0.99
PL,28,subchapter,LOT N°3 : FLUIDES,,Tube en PER,3.1.2.2.2,Tube en PER,,,,,0.81
PL,29,item,LOT N°3 : FLUIDES,,Tube en PER,3.1.2.2.2.1,"PER Ø13/16
Le mètre linéaire",ML,7502.0,,0.0,0.99
PL,30,item,LOT N°3 : FLUIDES,,Tube en PER,3.1.2.2.2.2,"PER Ø16/20
Le mètre linéaire",ML,2959.0,,0.0,0.99
PL,31,item,LOT N°3 : FLUIDES,,Tube en PER,3.1.2.2.3,"Coffret de distribution EF/ECS
L'unité",U,346.0,,0.0,0.99
PL,32,subchapter,LOT N°3 : FLUIDES,,Vanne d'arrêt,3.1.2.2.4,Vanne d'arrêt,,,,,0.81
PL,33,item,LOT N°3 : FLUIDES,,Vanne d'arrêt,3.1.2.2.4.1,"Ø32
L'unité",U,148.0,,0.0,0.99
PL,34,item,LOT N°3 : FLUIDES,,Vanne d'arrêt,3.1.2.2.4.2,"Ø40
L'unité",U,177.0,,0.0,0.99
PL,35,item,LOT N°3 : FLUIDES,,Vanne d'arrêt,3.1.2.2.5,"Anti-bélier
L'unité",U,4.0,,0.0,0.99
PL,36,item,LOT N°3 : FLUIDES,,Vanne d'arrêt,3.1.2.2.6,"Robinet de puisage
L'unité",U,40.0,,0.0,0.99
PL,37,total,LOT N°3 : FLUIDES,,,,Total,,,,0.0,0.77
PL,38,subchapter,LOT N°3 : FLUIDES,,EVACUATION EV/EU/EP,3.1.3,EVACUATION EV/EU/EP,,,,,0.81
PL,39,subchapter,LOT N°3 : FLUIDES,,Tube en PVC,3.1.3.1.1,Tube en PVC,,,,,0.81
PL,40,item,LOT N°3 : FLUIDES,,Tube en PVC,3.1.3.1.1.1,"Ø40
Le mètre linéaire",ML,682.0,,0.0,0.99
PL,41,item,LOT N°3 : FLUIDES,,Tube en PVC,3.1.3.1.1.2,"Ø50
Le mètre linéaire",ML,314.0,,0.0,0.99
PL,42,item,LOT N°3 : FLUIDES,,Tube en PVC,3.1.3.1.1.3,"Ø75
Le mètre linéaire",ML,79.0,,0.0,0.99
PL,43,item,LOT N°3 : FLUIDES,,Tube en PVC,3.1.3.1.1.4,"Ø100 et Ø110
Le mètre linéaire",ML,5148.0,,0.0,0.99
PL,44,item,LOT N°3 : FLUIDES,,Tube en PVC,3.1.3.1.1.5,"Ø125
Le mètre linéaire",ML,1307.0,,0.0,0.99
PL,45,item,LOT N°3 : FLUIDES,,Tube en PVC,3.1.3.1.1.6,"Ø160
Le mètre linéaire",ML,1100.0,,0.0,0.99
PL,46,item,LOT N°3 : FLUIDES,,Tube en PVC,3.1.3.1.1.7,"Ø200
Le mètre linéaire",ML,226.0,,0.0,0.99
PL,47,item,LOT N°3 : FLUIDES,,Tube en PVC,3.1.3.1.1.8,"Ø250
Le mètre linéaire",ML,184.0,,0.0,0.99
PL,48,item,LOT N°3 : FLUIDES,,Tube en PVC,3.1.3.1.2,"Gargouille d'eau pluviale en plomb
L'unité",U,16.0,,0.0,0.99
PL,49,item,LOT N°3 : FLUIDES,,Tube en PVC,3.1.3.1.3,"Siphon de sol en inox, Localisation : Terrasses et balcons
L'unité",U,201.0,,0.0,0.99
PL,50,item,LOT N°3 : FLUIDES,,Tube en PVC,3.1.3.1.4,"Siphon de sol en fonte
L'unité",U,41.0,,0.0,0.99
PL,51,item,LOT N°3 : FLUIDES,,Tube en PVC,3.1.3.1.5,"Fosse hydrocarbure TAILLE 6
L'unité",U,1.0,,0.0,0.99
PL,52,item,LOT N°3 : FLUIDES,,Tube en PVC,3.1.3.1.6,"Fosse hydrocarbure TAILLE 10
L'unité",U,1.0,,0.0,0.99
PL,53,item,LOT N°3 : FLUIDES,,Tube en PVC,3.1.3.1.7,"Station de relevage
L'unité",U,2.0,,0.0,0.99
PL,54,total,LOT N°3 : FLUIDES,,,,Total,,,,0.0,0.77
PL,55,subchapter,LOT N°3 : FLUIDES,,POSE : APPAREILS SANITAIRES,3.1.4,POSE : APPAREILS SANITAIRES,,,,,0.81
PL,56,subchapter,LOT N°3 : FLUIDES,,POSE : SALLE DE BAIN SUITE PARENTALE,3.1.4.1,POSE : SALLE DE BAIN SUITE PARENTALE,,,,,0.81
PL,57,item,LOT N°3 : FLUIDES,,POSE : SALLE DE BAIN SUITE PARENTALE,3.1.4.1.1,"LAVABO VASQUE
L'unité",U,162.0,,0.0,0.99
PL,58,item,LOT N°3 : FLUIDES,,POSE : SALLE DE BAIN SUITE PARENTALE,3.1.4.1.2,"W-C SUSPENDU 
L'unité",U,162.0,,0.0,0.99
PL,59,item,LOT N°3 : FLUIDES,,POSE : SALLE DE BAIN SUITE PARENTALE,3.1.4.1.3,"EQUIPEMENT DE DOUCHE
L'unité",U,162.0,,0.0,0.99
PL,60,subchapter,LOT N°3 : FLUIDES,,POSE : SALLE DE BAIN 2,3.1.4.2,POSE : SALLE DE BAIN 2,,,,,0.81
PL,61,item,LOT N°3 : FLUIDES,,POSE : SALLE DE BAIN 2,3.1.4.2.1,"LAVABO VASQUE
L'unité",U,84.0,,0.0,0.99
PL,62,item,LOT N°3 : FLUIDES,,POSE : SALLE DE BAIN 2,3.1.4.2.2,"W-C SUSPENDU 
L'unité",U,84.0,,,0.99
PL,63,item,LOT N°3 : FLUIDES,,POSE : SALLE DE BAIN 2,3.1.4.2.3,"EQUIPEMENT DE DOUCHE
L'unité",U,84.0,,,0.99
PL,64,subchapter,LOT N°3 : FLUIDES,,POSE : SALLE DE BAIN INVITES,3.1.4.3,POSE : SALLE DE BAIN INVITES,,,,,0.81
PL,65,item,LOT N°3 : FLUIDES,,POSE : SALLE DE BAIN INVITES,3.1.4.3.1,"LAVABO VASQUE
L'unité",U,79.0,,0.0,0.99
PL,66,item,LOT N°3 : FLUIDES,,POSE : SALLE DE BAIN INVITES,3.1.4.3.2,"W-C SUSPENDU 
L'unité",U,79.0,,0.0,0.99
PL,67,item,LOT N°3 : FLUIDES,,POSE : SALLE DE BAIN INVITES,3.1.4.3.3,"PLAN VASQUE EN CORIAN
L'unité",U,74.0,,0.0,0.99
PL,68,item,LOT N°3 : FLUIDES,,POSE : SALLE DE BAIN INVITES,3.1.4.3.4,"EQUIPEMENT DE DOUCHE
L'unité",U,1.0,,0.0,0.99
PL,69,subchapter,LOT N°3 : FLUIDES,,POSE : SALLE DE BAIN CHAMBRE DE SERVICE,3.1.4.4,POSE : SALLE DE BAIN CHAMBRE DE SERVICE,,,,,0.81
PL,70,item,LOT N°3 : FLUIDES,,POSE : SALLE DE BAIN CHAMBRE DE SERVICE,3.1.4.4.1,"W-C A L'ANGLAISE 
L'unité",U,21.0,,0.0,0.99
PL,71,item,LOT N°3 : FLUIDES,,POSE : SALLE DE BAIN CHAMBRE DE SERVICE,3.1.4.4.2,"LAVE MAINS
L'unité",U,21.0,,0.0,0.99
PL,72,item,LOT N°3 : FLUIDES,,POSE : SALLE DE BAIN CHAMBRE DE SERVICE,3.1.4.4.3,"EQUIPEMENT DE DOUCHE
L'unité",U,21.0,,0.0,0.99
PL,73,item,LOT N°3 : FLUIDES,,POSE : SALLE DE BAIN CHAMBRE DE SERVICE,3.1.4.5,"POSE : BIDET
L'unité",U,1.0,,0.0,0.99
PL,74,item,LOT N°3 : FLUIDES,,POSE : SALLE DE BAIN CHAMBRE DE SERVICE,3.1.4.6,"POSE : BAIGNOIRE
L'unité",U,1.0,,0.0,0.99
PL,75,total,LOT N°3 : FLUIDES,,,,Total,,,,,0.7
PL,76,subchapter,LOT N°3 : FLUIDES,,PRODUCTION ECS,3.1.5,PRODUCTION ECS,,,,,0.81
PL,77,subchapter,LOT N°3 : FLUIDES,,Chauffe eau électrique à accumulation,3.1.5.1,Chauffe eau électrique à accumulation,,,,,0.81
PL,78,item,LOT N°3 : FLUIDES,,Chauffe eau électrique à accumulation,3.1.5.1.1,"150 litres
L'unité",U,171.0,,0.0,0.99
PL,79,total,LOT N°3 : FLUIDES,,,,Total,,,,0.0,0.77
PL,80,subchapter,LOT N°3 : FLUIDES,,PROTECTION CONTRE L'INCENDIE,3.1.6,PROTECTION CONTRE L'INCENDIE,,,,,0.81
PL,81,item,LOT N°3 : FLUIDES,,PROTECTION CONTRE L'INCENDIE,3.1.6.1,"Equipement compteur eau incendie DN80 
L'unité",U,1.0,,0.0,0.99
PL,82,item,LOT N°3 : FLUIDES,,PROTECTION CONTRE L'INCENDIE,3.1.6.2,"Equipement bache à eau et local technique
L'ensemble",U,1.0,,0.0,0.99
PL,83,item,LOT N°3 : FLUIDES,,PROTECTION CONTRE L'INCENDIE,3.1.6.3,"Station de surpression eau incendie RIA 35m3h
L'ensemble",U,1.0,,0.0,0.99
PL,84,item,LOT N°3 : FLUIDES,,PROTECTION CONTRE L'INCENDIE,3.1.6.4,"Réseau d'incendie en PVC Pression DN75
Le mètre linéaire",ML,11.0,,0.0,0.99
PL,85,item,LOT N°3 : FLUIDES,,PROTECTION CONTRE L'INCENDIE,3.1.6.5,"Réseau d'incendie en T.F.G RIA diamétre 40/49
Le mètre linéaire",ML,37.0,,0.0,0.99
PL,86,item,LOT N°3 : FLUIDES,,PROTECTION CONTRE L'INCENDIE,3.1.6.6,"Réseau d'incendie en T.F.G CS diamétre 66/76
Le mètre linéaire",ML,336.0,,0.0,0.99
PL,87,item,LOT N°3 : FLUIDES,,PROTECTION CONTRE L'INCENDIE,3.1.6.7,"Poste robinet d'incendie armé DN25
L'unité",U,10.0,,0.0,0.99
PL,88,item,LOT N°3 : FLUIDES,,PROTECTION CONTRE L'INCENDIE,3.1.6.8,"Extincteur à CO2 de 5 Kg
L'unité",U,10.0,,0.0,0.99
PL,89,item,LOT N°3 : FLUIDES,,PROTECTION CONTRE L'INCENDIE,3.1.6.9,"Extincteur à eau pulvérisée de 6 L
L'unité",U,22.0,,0.0,0.99
PL,90,item,LOT N°3 : FLUIDES,,PROTECTION CONTRE L'INCENDIE,3.1.6.10,"Prise colonne séche Exterieure DN65
L'unité",U,4.0,,0.0,0.99
PL,91,item,LOT N°3 : FLUIDES,,PROTECTION CONTRE L'INCENDIE,3.1.6.11,"Prise colonne séche Interieure DN40
L'unité",U,68.0,,0.0,0.99
PL,92,item,LOT N°3 : FLUIDES,,PROTECTION CONTRE L'INCENDIE,3.1.6.12,"Bac à sable
L'unité",U,2.0,,0.0,0.99
PL,93,item,LOT N°3 : FLUIDES,,PROTECTION CONTRE L'INCENDIE,3.1.6.13,"Robinet de vidange
L'unité",U,4.0,,0.0,0.99
PL,94,total,LOT N°3 : FLUIDES,,,,Total lot general HT,,,,0.0,0.77
PL,95,subchapter,LOT N°3 : FLUIDES,,EQUIPEMENTS PISCINE,3.1.7,EQUIPEMENTS PISCINE,,,,,0.81
PL,96,subchapter,LOT N°3 : FLUIDES,,KIT DE FILTRATION,3.1.7.1,KIT DE FILTRATION,,,,,0.81
PL,97,item,LOT N°3 : FLUIDES,,KIT DE FILTRATION,3.1.7.1.1,"9 m3/h
L'unité",U,3.0,,0.0,0.99
PL,98,item,LOT N°3 : FLUIDES,,KIT DE FILTRATION,3.1.7.2,Canalisation PVC PN16,,,,0.0,0.95
PL,99,item,LOT N°3 : FLUIDES,,KIT DE FILTRATION,3.1.7.2.1,"Tout diamètre
Le mètre linéaire",ML,99.0,,0.0,0.99
PL,100,item,LOT N°3 : FLUIDES,,KIT DE FILTRATION,3.1.7.3,PIECES A SCELLER,,,,0.0,0.95
PL,101,item,LOT N°3 : FLUIDES,,KIT DE FILTRATION,3.1.7.3.1,"Bouche de Refoulement 
L'unité",U,12.0,,0.0,0.99
PL,102,item,LOT N°3 : FLUIDES,,KIT DE FILTRATION,3.1.7.3.2,"Skimmers
L'unité",U,6.0,,0.0,0.99
PL,103,item,LOT N°3 : FLUIDES,,KIT DE FILTRATION,3.1.7.3.3,"Bonde de Fond 500x500 mm
L'unité",U,3.0,,0.0,0.99
PL,104,item,LOT N°3 : FLUIDES,,KIT DE FILTRATION,3.1.7.3.4,"Prise balai
L'unité",U,,,,0.96
PL,105,item,LOT N°3 : FLUIDES,,KIT DE FILTRATION,3.1.7.3.5,"Projecteur étanche 
L'unité",U,6.0,,0.0,0.99
PL,106,item,LOT N°3 : FLUIDES,,KIT DE FILTRATION,3.1.7.4,"Armoire électrique
L'unité",U,3.0,,0.0,0.99
PL,107,total,LOT N°3 : FLUIDES,,,,Total,,,,0.0,0.77
PL,108,total,LOT N°3 : FLUIDES,,,,Total,,,,0.0,0.77
APP SAN,2,item,,,,N° Prix,Désignation des ouvrages,Unité,,,,0.96
APP SAN,3,subchapter,,,FOURNITURES DES APPAREILS SANITAIRES,3.1.8,FOURNITURES DES APPAREILS SANITAIRES,,,,,0.81
APP SAN,4,subchapter,,,FOURBITURE : SALLE DE BAIN SUITE PARENTALE,3.1.8.1,FOURBITURE : SALLE DE BAIN SUITE PARENTALE,,,,,0.81
APP SAN,5,item,,,FOURBITURE : SALLE DE BAIN SUITE PARENTALE,3.1.8.1.1,"LAVABO VASQUE
L'unité",U,162.0,,0.0,0.99
APP SAN,6,item,,,FOURBITURE : SALLE DE BAIN SUITE PARENTALE,3.1.8.1.2,"W-C SUSPENDU 
L'unité",U,162.0,,0.0,0.99
APP SAN,7,item,,,FOURBITURE : SALLE DE BAIN SUITE PARENTALE,3.1.8.1.3,"EQUIPEMENT DE DOUCHE
L'unité",U,162.0,,0.0,0.99
APP SAN,8,subchapter,,,FOURBITURE : SALLE DE BAIN 2,3.1.8.2,FOURBITURE : SALLE DE BAIN 2,,,,,0.81
APP SAN,9,item,,,FOURBITURE : SALLE DE BAIN 2,3.1.8.2.1,"LAVABO VASQUE
L'unité",U,84.0,,0.0,0.99
APP SAN,10,item,,,FOURBITURE : SALLE DE BAIN 2,3.1.8.2.2,"W-C SUSPENDU 
L'unité",U,84.0,,0.0,0.99
APP SAN,11,item,,,FOURBITURE : SALLE DE BAIN 2,3.1.8.2.3,"EQUIPEMENT DE DOUCHE
L'unité",U,84.0,,0.0,0.99
APP SAN,12,subchapter,,,FOURBITURE : SALLE DE BAIN INVITES,3.1.8.3,FOURBITURE : SALLE DE BAIN INVITES,,,,,0.81
APP SAN,13,item,,,FOURBITURE : SALLE DE BAIN INVITES,3.1.8.3.1,"LAVABO VASQUE
L'unité",U,79.0,,0.0,0.99
APP SAN,14,item,,,FOURBITURE : SALLE DE BAIN INVITES,3.1.8.3.2,"W-C SUSPENDU 
L'unité",U,79.0,,0.0,0.99
APP SAN,15,item,,,FOURBITURE : SALLE DE BAIN INVITES,3.1.8.3.3,"PLAN VASQUE EN CORIAN
L'unité",U,74.0,,0.0,0.99
APP SAN,16,item,,,FOURBITURE : SALLE DE BAIN INVITES,3.1.8.3.4,"EQUIPEMENT DE DOUCHE
L'unité",U,1.0,,0.0,0.99
APP SAN,17,subchapter,,,FOURBITURE : SALLE DE BAIN CHAMBRE DE SERVICE,3.1.8.4,FOURBITURE : SALLE DE BAIN CHAMBRE DE SERVICE,,,,,0.81
APP SAN,18,item,,,FOURBITURE : SALLE DE BAIN CHAMBRE DE SERVICE,3.1.8.4.1,"W-C A L'ANGLAISE 
L'unité",U,21.0,,0.0,0.99
APP SAN,19,item,,,FOURBITURE : SALLE DE BAIN CHAMBRE DE SERVICE,3.1.8.4.2,"LAVE MAINS
L'unité",U,21.0,,0.0,0.99
APP SAN,20,item,,,FOURBITURE : SALLE DE BAIN CHAMBRE DE SERVICE,3.1.8.4.3,"EQUIPEMENT DE DOUCHE
L'unité",U,21.0,,0.0,0.99
APP SAN,21,item,,,FOURBITURE : SALLE DE BAIN CHAMBRE DE SERVICE,3.1.8.5,"BIDET
L'unité",U,1.0,,0.0,0.99
APP SAN,22,item,,,FOURBITURE : SALLE DE BAIN CHAMBRE DE SERVICE,3.1.8.6,"BAIGNOIRE
L'unité",U,1.0,,0.0,0.99
APP SAN,23,total,,,,,Total,,,,0.0,0.77
CVC,2,item,,,,N° Prix,Désignation des ouvrages,Unité,,,,0.96
CVC,3,subchapter,,,CLIMATISATION - VENTILATION - DESENFUMAGE,3.2,CLIMATISATION - VENTILATION - DESENFUMAGE,,,,,0.81
CVC,4,subchapter,,,CLIMATISATION,3.2.1,CLIMATISATION,,,,,0.81
CVC,5,subchapter,,,SYSTÈME VRF,3.2.1.1,SYSTÈME VRF,,,,,0.81
CVC,6,subchapter,,,Unité Extérieure,3.2.1.1.1,Unité Extérieure,,,,,0.81
CVC,7,item,,,Unité Extérieure,3.2.1.1.1.1,"12 kW
L'unité",U,104.0,,0.0,0.99
CVC,8,item,,,Unité Extérieure,3.2.1.1.1.2,"14 kW
L'unité",U,19.0,,0.0,0.99
CVC,9,item,,,Unité Extérieure,3.2.1.1.1.3,"15,5 kW
L'unité",U,28.0,,0.0,0.99
CVC,10,item,,,Unité Extérieure,3.2.1.1.1.4,"22.4 kW
L'unité",U,1.0,,0.0,0.99
CVC,11,item,,,Unité Extérieure,3.2.1.1.1.5,"28kW
L'unité",U,2.0,,0.0,0.99
CVC,12,subchapter,,,Unité Intérieure,3.2.1.1.2,Unité Intérieure,,,,,0.81
CVC,13,item,,,Unité Intérieure,3.2.1.1.2.1,"Gainable 2,8 kW
L'unité",U,299.0,,0.0,0.99
CVC,14,item,,,Unité Intérieure,3.2.1.1.2.2,"Gainable 3,6 kW
L'unité",U,1.0,,0.0,0.99
CVC,15,item,,,Unité Intérieure,3.2.1.1.2.3,"Gainable 4,5 kW
L'unité",U,110.0,,0.0,0.99
CVC,16,item,,,Unité Intérieure,3.2.1.1.2.4,"Gainable 5,6 kW
L'unité",U,12.0,,0.0,0.99
CVC,17,item,,,Unité Intérieure,3.2.1.1.2.5,"Gainable 7,1 kW
L'unité",U,30.0,,0.0,0.99
CVC,18,item,,,Unité Intérieure,3.2.1.1.2.6,"Gainable 11,2 kW
L'unité",U,1.0,,0.0,0.99
CVC,19,item,,,Unité Intérieure,3.2.1.1.2.7,"Gainable 14 kW
L'unité",U,2.0,,0.0,0.99
CVC,20,item,,,Unité Intérieure,3.2.1.2,"Liaisons frigorifiques
Le mètre linéaire",ML,4818.0,,0.0,0.99
CVC,21,subchapter,,,EVACUATION CONDENSAT EN PVC,3.2.1.3,EVACUATION CONDENSAT EN PVC,,,,,0.81
CVC,22,item,,,EVACUATION CONDENSAT EN PVC,3.2.1.3.1,"Diamètre 32
Le mètre linéaire",ML,1502.0,,0.0,0.99
CVC,23,subchapter,,,GAINE,3.2.1.4,GAINE,,,,,0.81
CVC,24,item,,,GAINE,3.2.1.4.1,"Gaine en Pré-isolée
Le mètre carré",M2,2866.0,,0.0,0.99
CVC,25,subchapter,,,GAINE CYLINDRIQUE EN TOLE D'ACIER GALVANISE CALORIFUGE,3.2.1.4.2,GAINE CYLINDRIQUE EN TOLE D'ACIER GALVANISE CALORIFUGE,,,,,0.81
CVC,26,item,,,GAINE CYLINDRIQUE EN TOLE D'ACIER GALVANISE CALORIFUGE,3.2.1.4.2.1,"Ø 200 mm
 Le mètre linéaire",ML,319.0,,0.0,0.99
CVC,27,subchapter,,,GAINE EN FLEXIBLE CALORIFUGE,3.2.1.4.3,GAINE EN FLEXIBLE CALORIFUGE,,,,,0.81
CVC,28,item,,,GAINE EN FLEXIBLE CALORIFUGE,3.2.1.4.3.1,"Ø 200 mm
 Le mètre linéaire",ML,6371.0,,0.0,0.99
CVC,29,total,,,,,Total,,,,0.0,0.77
CVC,30,subchapter,,,VENTILATION,3.2.2,VENTILATION,,,,,0.81
CVC,31,subchapter,,,VENTILATEURS,3.2.2.1,VENTILATEURS,,,,,0.81
CVC,32,subchapter,,,Ventilateur de VMC,3.2.2.1.1,Ventilateur de VMC,,,,,0.81
CVC,33,item,,,Ventilateur de VMC,3.2.2.1.1.1,"≤ 500 m3/h 
L'unité",U,218.0,,0.0,0.99
CVC,34,subchapter,,,GAINES,3.2.2.2,GAINES,,,,,0.81
CVC,35,item,,,GAINES,3.2.2.2.1,"Gaine en tôle rectangulaire simple peau 
Le mètre carré",M2,200.0,,0.0,0.99
CVC,36,subchapter,,,Gaine circulaire en tôle d'acier galvanisée,3.2.2.2.2,Gaine circulaire en tôle d'acier galvanisée,,,,,0.81
CVC,37,item,,,Gaine circulaire en tôle d'acier galvanisée,3.2.2.2.2.1,"Ø 100 mm
 Le mètre linéaire",ML,428.0,,0.0,0.99
CVC,38,item,,,Gaine circulaire en tôle d'acier galvanisée,3.2.2.2.2.2,"Ø 125 mm
 Le mètre linéaire",ML,189.0,,0.0,0.99
CVC,39,item,,,Gaine circulaire en tôle d'acier galvanisée,3.2.2.2.2.3,"Ø 160 mm
 Le mètre linéaire",ML,334.0,,0.0,0.99
CVC,40,item,,,Gaine circulaire en tôle d'acier galvanisée,3.2.2.2.2.4,"Ø 200 mm
 Le mètre linéaire",ML,233.0,,0.0,0.99
CVC,41,item,,,Gaine circulaire en tôle d'acier galvanisée,3.2.2.2.2.5,"Ø 250 mm
 Le mètre linéaire",ML,13.0,,0.0,0.99
CVC,42,subchapter,,,GRILLES ET DIFFUSEURS DE VENTILATION,3.2.2.3,GRILLES ET DIFFUSEURS DE VENTILATION,,,,,0.81
CVC,43,item,,,GRILLES ET DIFFUSEURS DE VENTILATION,3.2.2.3.1,"Bouche d'extraction VMC 
L'unité",U,337.0,,0.0,0.99
CVC,44,total,,,,,Total,,,,0.0,0.77
CVC,45,subchapter,,,DESENFUMAGE,3.2.3,DESENFUMAGE,,,,,0.81
CVC,46,subchapter,,,Exutoire de fumée,3.2.3.1,Exutoire de fumée,,,,,0.81
CVC,47,item,,,Exutoire de fumée,3.2.3.1.1,"S.UTILE = 1,0 m²
L'unité",U,6.0,,0.0,0.99
CVC,48,subchapter,,,Volet à portillon,3.2.3.2,Volet à portillon,,,,,0.81
CVC,49,item,,,Volet à portillon,3.2.3.2.1,"500x400
L'unité",U,53.0,,0.0,0.99
CVC,50,item,,,Volet à portillon,3.2.3.2.2,"700x600
L'unité",U,28.0,,0.0,0.99
CVC,51,subchapter,,,Volet à Tunnel,3.2.3.3,Volet à Tunnel,,,,,0.81
CVC,52,item,,,Volet à Tunnel,3.2.3.3.1,"700x600
L'unité",U,6.0,,0.0,0.99
CVC,53,item,,,Volet à Tunnel,3.2.3.4,"Cartouche pare-flamme
L'unité",U,218.0,,0.0,0.99
CVC,54,subchapter,,,Grille,3.2.3.5,Grille,,,,,0.81
CVC,55,item,,,Grille,3.2.3.5.1,"GRILLE EXT DSF 0,12m²
L'unité",U,26.0,,0.0,0.99
CVC,56,item,,,Grille,3.2.3.5.2,"GRILLE EXT DSF 0,11m²
L'unité",U,38.0,,0.0,0.99
CVC,57,item,,,Grille,3.2.3.5.3,"VB S.UTILE =0,24 m²
L'unité",U,20.0,,0.0,0.99
CVC,58,item,,,Grille,3.2.3.5.4,"VB S.UTILE =0,31m²
L'unité",U,10.0,,0.0,0.99
CVC,59,subchapter,,,VENTILATEURS,3.2.3.6,VENTILATEURS,,,,,0.81
CVC,60,item,,,VENTILATEURS,3.2.3.6.1,"Ventilateur axial EXT 38 880 m³/h
L'unité",U,2.0,,0.0,0.99
CVC,61,item,,,VENTILATEURS,3.2.3.6.2,"Ventilateur axial EXT 29 520 m³/h
L'unité",U,2.0,,0.0,0.99
CVC,62,item,,,VENTILATEURS,3.2.3.6.3,"Ventilateur axial EXT 40 320 m³/h
L'unité",U,2.0,,0.0,0.99
CVC,63,item,,,VENTILATEURS,3.2.3.6.4,"Ventilateur axial AN 25 920 m³/h
L'unité",U,4.0,,0.0,0.99
CVC,64,item,,,VENTILATEURS,3.2.3.6.5,"Ventilateur axial AN 17 550 m³/h
L'unité",U,4.0,,0.0,0.99
